name,address,tel,kind,enabletime,email
新店中國城,新北市新店區如意街97號,02-66373428,ok,24hr,
板橋德盛店,新北市板橋區懷德街181巷5號1樓,02-66375090,ok,24hr,
淡水紅毛城店,新北市淡水區真理街2-1號,02-66373423,ok,24hr,
淡水真理店,新北市淡水區新民街122號1樓,02-66375057,ok,24hr,
蘆洲溪墘店,新北市蘆洲區中山一路195號1樓,02-66377236,ok,24hr,
三峽中福店,新北市三峽區中山路9號1樓,02-66372146,ok,24hr,
板橋四川店,新北市板橋區四川路二段128號1樓,02-66375059,ok,24hr,
板橋華德店,新北市板橋區四川路二段245巷53號,02-66373092,ok,24hr,
新莊八德店,新北市新莊區八德街111號,02-66373915,ok,24hr,
土城延吉店,新北市土城區延吉街170號,02-66372442,ok,24hr,
瑞芳建基店,新北市瑞芳區建基路一段64號1樓,02-66373083,ok,24hr,
新店大同店,新北市新店區北新路三段65巷14號,02-66373742,ok,24hr,
瑞芳逢甲店,新北市瑞芳區逢甲路198號,02-66373546,ok,24hr,
淡水鄧公店,新北市淡水區鄧公路35巷2號1樓,02-66375907,ok,24hr,
樹林中華店,新北市樹林區中華路135號,02-66375070,ok,24hr,
中和積穗店,新北市中和區員山路396號,02-66373649,ok,24hr,
新店中興店,新北市新店區檳榔路29巷2號,02-66373048,ok,24hr,
汐止秀峰店,新北市汐止區秀峰路119號,02-66373647,ok,24hr,
中和烘爐店,新北市中和區興南路二段140號1樓,02-66375019,ok,24hr,
土城海山店,新北市土城區裕民路92巷22弄3號1樓,02-66375087,ok,24hr,
永和四維店,新北市永和區四維街65號1樓,02-66376238,ok,24hr,
瑞芳瑞濱店,新北市瑞芳區瑞濱路32-5號,02-66375075,ok,24hr,
新莊光華店,新北市新莊區西盛街397/399號,02-66373641,ok,24hr,
新店建中店,新北市新店區中正路249號,02-66375046,ok,24hr,
中和中山店,新北市中和區中山路二段252號,02-66371492,ok,24hr,
五股成功店,新北市五股區御史路35巷33、35號1樓,02-66374795,ok,24hr,
三重長泰店,新北市三重區中正北路120號1樓,02-66375909,ok,24hr,
土城福安店,新北市土城區福安街72號1樓,02-66375091,ok,24hr,
鶯歌永福店,新北市鶯歌區福德一路24號1樓,02-66372452,ok,24hr,
汐止明峰店,新北市汐止區明峰街281號,02-66375001,ok,24hr,
三重中北店,新北市三重區中正北路147號,02-66372440,ok,24hr,
板橋裕民店,新北市板橋區裕民街110號,02-66372415,ok,24hr,
三重五財店,新北市三重區仁愛街517號1樓,02-66375017,ok,24hr,
新店中正店,新北市新店區中正路3號,02-66373453,ok,24hr,
樹林桃子腳店,新北市樹林區桃子腳路124號1樓,02-66377966,ok,24hr,
樹林武林店,新北市樹林區保安街二段109號,02-66373143,ok,24hr,
新店安康店,新北市新店區安康路2段266號,02-66371947,ok,24hr,
新莊四維店,新北市新莊區四維路123-1號,02-66372348,ok,24hr,
樹林中正店,新北市樹林區中正路724號,02-66373953,ok,24hr,
新莊中平店,新北市新莊區中平路10號,02-66373383,ok,24hr,
樹林億光門市,新北市樹林區中華路6-8號8樓,02-66374725,ok,24hr,
永和永利店,新北市永和區永利路45號1樓,02-66375003,ok,24hr,
新店忠誠店,新北市新店區北新路二段97巷8號1樓,02-66375053,ok,24hr,
板橋金成店,新北市板橋區金門街365號1樓,02-66375089,ok,24hr,
新莊建中店,新北市新莊區建中街28號,02-66371948,ok,24hr,
三民高中門市,新北市蘆洲區三民路96號B1,02-66370285,ok,24hr,
樹林伯園店,新北市樹林區柑園街二段119／121號1樓,02-66373106,ok,24hr,
汐止仁愛店,新北市汐止區仁愛路180號1樓,02-66375083,ok,24hr,
板橋安樂店,新北市板橋區和平路70號,02-66375016,ok,24hr,
土城延安店,新北市土城區延安街2號1樓,02-66375960,ok,24hr,
中和中和店,新北市中和區中和路163號,02-66375076,ok,24hr,
中和飛駝店,新北市中和區興南路二段159巷4號1樓,02-66373413,ok,24hr,
萬里店,新北市萬里區瑪鍊路39號,02-66373248,ok,24hr,
淡水中正店,新北市淡水區中正路131號,02-66373540,ok,24hr,
新莊龍安店,新北市新莊區四維路215號,02-66372445,ok,24hr,
板橋華江店,新北市板橋區文化路二段584號1樓+B1F,02-66375063,ok,24hr,
淡水自強店,新北市淡水區自強路156號1樓,02-66377672,ok,24hr,
三芝三民店,新北市三芝區三民街27巷2號1樓,02-66375096,ok,24hr,
泰山楓江店,新北市泰山區楓江路30號1樓,02-66375060,ok,24hr,
汐止社后店,新北市汐止區康寧街61巷48號,02-66375007,ok,24hr,
海院門市,新北市淡水區濱海路三段150號(賜福樓B棟1樓),02-66371006,ok,24hr,
中和華夏店,新北市中和區華新街143巷11弄2號1樓,02-66376119,ok,24hr,
蘆洲民權店,新北市蘆洲區民權路87號,02-66373047,ok,24hr,
新店華城門市,新北市新店區華城一路18號1樓,02-66375055,ok,24hr,
鶯歌新興店,新北市鶯歌區國際一路74.76號,02-66375029,ok,24hr,
中和南華店,新北市中和區南山路127巷18弄42號,02-66373549,ok,24hr,
樹林大安店,新北市樹林區大安路530號,02-66375065,ok,24hr,
三爪子坑店,新北市瑞芳區三爪子坑路125號,02-66372071,ok,24hr,
板橋廣和店,新北市板橋區廣和街45號1樓,02-66375580,ok,24hr,
桃園南華店,桃園縣桃園市南華街67號1樓,03-2631572,ok,24hr,
楊梅比佛利店,桃園縣楊梅市青山二街407號1樓+B1樓,03-2639915,ok,24hr,
平鎮平東店,桃園縣平鎮市平東路31-1號,03-2631536,ok,24hr,
觀音信義店,桃園縣觀音鄉信義路77號1樓,03-2631608,ok,24hr,
中壢興仁店,桃園縣中壢市興仁路二段299號,03-2631569,ok,24hr,
平鎮廣明店,桃園縣平鎮市義民路148號1樓,03-2631561,ok,24hr,
平鎮湧光店,桃園縣平鎮市湧光路448.450號,03-2631248,ok,24hr,
八德瑞豐店,桃園縣八德市介壽路二段935號,03-2631535,ok,24hr,
平鎮新榮店,桃園縣平鎮市延平路一段199/201號,03-2631552,ok,24hr,
大溪康莊店,桃園縣大溪鎮康莊路30號,03-2631625,ok,24hr,
中壢華勛店,桃園縣中壢市華勛街305號,03-2631548,ok,24hr,
中壢徐州店,桃園縣中壢市環中東路二段328號1樓,03-2631516,ok,24hr,
楊梅立同店,桃園縣楊梅市自立街301號1樓,03-2631638,ok,24hr,
中壢龍川店,桃園縣中壢市龍昌路208號,03-2631575,ok,24hr,
大園長榮門市,桃園縣大園鄉航勤北路8-1號3樓,03-2639328,ok,24hr,
平鎮宋屋店,桃園縣平鎮市延平路三段9/11號,03-2631525,ok,24hr,
桃園廈門店,桃園縣桃園市中山路676號1樓,03-2631590,ok,24hr,
桃園中央店,桃園縣桃園市中正路269號,03-2630732,ok,24hr,
觀音草漯店,桃園縣觀音鄉大觀路二段161號1樓,03-2634570,ok,24hr,
桃園桃鶯店,桃園縣桃園市桃鶯路384-11號,03-2631502,ok,24hr,
中壢吉林店,桃園縣中壢市忠孝路479號1樓,03-2631586,ok,24hr,
中壢金峰店,桃園縣中壢市中山東路三段2號,03-2631595,ok,24hr,
龜山楓樹坑店,桃園縣龜山鄉忠義路一段202號1樓,03-2631908,ok,24hr,
龜山憲校門市,桃園縣龜山鄉復興街301號之1,03-2639910,ok,24hr,
中壢信義店,桃園縣中壢市中北路二段400號,03-2630159,ok,24hr,
佳世達門市,桃園縣龜山鄉山鶯路157號2樓,03-2631702,ok,24hr,
龍潭北龍店,桃園縣龍潭鄉北龍路58號,03-2631557,ok,24hr,
蘆竹海山店,桃園縣蘆竹鄉海山路一段232號1樓,03-2631637,ok,24hr,
中壢莊敬店,桃園縣中壢市莊敬路162號,03-2631619,ok,24hr,
中壢龍和店,桃園縣中壢市龍昌路258號+B1,03-2631615,ok,24hr,
龍潭新生店,桃園縣龍潭鄉新生路口114號1樓,03-2631538,ok,24hr,
大園三和店,桃園縣大園鄉果林村拔子林街9-9號1樓,03-2630125,ok,24hr,
龍潭龍華店,桃園縣龍潭鄉龍華路22號1-3F,03-2631549,ok,24hr,
中壢福州店,桃園縣中壢市中北路二段350～354號,03-2630213,ok,24hr,
大湳大安店,桃園縣八德市和平路530/532號,03-2631528,ok,24hr,
桃園正康店,桃園縣桃園市正康二街83號,03-2631541,ok,24hr,
桃園民族店,桃園縣桃園市民族路204號,03-2631531,ok,24hr,
中壢龍崗店,桃園縣中壢市龍崗路一段196號,03-2631440,ok,24hr,
桃園埔新店,桃園縣桃園市力行路40號1樓,03-2631628,ok,24hr,
桃園長春店,桃園縣桃園市中正五街137號1樓,03-2631627,ok,24hr,
平鎮貿西店,桃園縣平鎮市中正五路162號1樓,03-2631792,ok,24hr,
大園三民店,桃園縣大園鄉三民路二段95／97號1樓,03-2631617,ok,24hr,
平鎮金陵店,桃園縣平鎮市金陵路二段452號,03-2631570,ok,24hr,
南崁富國店,桃園縣蘆竹鄉富國路三段1460號,03-2630659,ok,24hr,
中壢榮安店,桃園縣中壢市環中東路50號,03-2631613,ok,24hr,
平鎮山峰店,桃園縣平鎮市中豐路山頂段373號,03-2631551,ok,24hr,
中壢七福店,桃園縣中壢市龍東路447號1～2樓,03-2631546,ok,24hr,
龜山貿商店,桃園縣龜山鄉中興路166-5號1樓,03-2631513,ok,24hr,
桃園武陵店,桃園縣桃園市中山路992/994號,03-2631556,ok,24hr,
中壢五權店,桃園縣中壢市五興路345號,03-2631587,ok,24hr,
觀音忠孝店,桃園縣觀音鄉大觀路2段2號,03-2631578,ok,24hr,
平鎮華光店,桃園縣平鎮市金陵路三段249號／247巷2號1樓,03-2631620,ok,24hr,
大湳和平店,桃園縣八德市和平路222號,03-2631520,ok,24hr,
桃園大有店,桃園縣桃園市大有路658號,03-2631530,ok,24hr,
龜山山鶯店,桃園縣龜山鄉山鶯路200號,03-2631588,ok,24hr,
國防大學門市,桃園縣八德市興豐路1000號1樓,03-2631880,ok,24hr,
桃園埔子店,桃園縣桃園市永安路754號,03-2631568,ok,24hr,
員樹林店,桃園縣大溪鎮員林路2段411號1樓,03-2631495,ok,24hr,
龜山忠義店,桃園縣龜山鄉忠義路三段1-1號1樓,03-2631610,ok,24hr,
平鎮和平店,桃園縣平鎮市和平路117號1樓,03-2631601,ok,24hr,
楊梅埔心店,桃園縣楊梅市永美路329號,03-2631539,ok,24hr,
龍潭龍元店,桃園縣龍潭鄉龍元路110號,03-2631519,ok,24hr,
平鎮崇泰店,桃園縣平鎮市延平路三段6-1號1樓,03-2639743,ok,24hr,
大湳大忠店,桃園縣八德市和平路55號,03-2631537,ok,24hr,
龍潭南華店,桃園縣龍潭鄉中正路73號1樓,03-2631599,ok,24hr,
觀音綠能門市,桃園縣觀音鄉觀音工業區大同一路19號之2 B1樓,03-2634668,ok,24hr,
新屋東明店,桃園縣新屋鄉中山西路一段572號1樓,03-2631573,ok,24hr,
平鎮忠貞店,桃園縣平鎮市龍南路349號,03-2631507,ok,24hr,
觀音中興店,桃園縣觀音鄉中興路15號1樓,03-2631609,ok,24hr,
中壢百齡店,桃園縣中壢市龍門街137號1樓,03-2639250,ok,24hr,
龍潭中央店,桃園縣龍潭鄉中央街138+140號1樓,03-2639763,ok,24hr,
大溪得勝店,桃園縣大溪鎮得勝路1號,03-2631518,ok,24hr,
平鎮環南店,桃園縣平鎮市龍南路22、24號1樓,03-2631596,ok,24hr,
中壢利民店,桃園縣中壢市利民路1號,03-2631576,ok,24hr,
中壢中原店,桃園縣中壢市中北路191號,03-2631505,ok,24hr,
桃園中華店,桃園縣桃園市中華路166號,03-2631605,ok,24hr,
平鎮德育店,桃園縣平鎮市德育路二段165號1樓,03-2639231,ok,24hr,
平鎮振金店,桃園縣平鎮市金陵路二段24號,03-2631611,ok,24hr,
中壢文化店,桃園縣中壢市文化路336號1樓,03-2631606,ok,24hr,
中壢台達門市,桃園縣中壢市東園路3號地下室1樓,03-2631636,ok,24hr,
中壢育樂店,桃園縣中壢市中正路257號1樓,03-2631558,ok,24hr,
桃園建國店,桃園縣桃園市建國路156-9號,03-2631500,ok,24hr,
中壢南亞店,桃園縣中壢市中山東路三段文化新村9號,03-2631540,ok,24hr,
大園遠雄門市,桃園縣大園鄉航翔路101號1樓,03-2631630,ok,24hr,
龜山文明店,桃園縣龜山鄉文明路71-2號,03-2631550,ok,24hr,
八德忠勇店,桃園縣八德市介壽路一段401.403.405號1樓,03-2631523,ok,24hr,
龍潭民富店,桃園縣龍潭鄉民生路11+13號1樓,03-2630755,ok,24hr,
平鎮育達店,桃園縣平鎮市育達路87號,03-2631542,ok,24hr,
桃園角板山店,桃園縣復興鄉中正路93、95號1樓,03-2631527,ok,24hr,
桃園高城店,桃園縣八德市高城路72號,03-2631448,ok,24hr,
桃園中埔店,桃園縣桃園市中埔二街155號1+2樓,03-2639619,ok,24hr,
技嘉門市,桃園縣平鎮市南平路211號1樓,03-2631635,ok,24hr,
中壢雙連店,桃園縣中壢市五權里五興路402號1樓,03-2631597,ok,24hr,
平鎮東安店,桃園縣平鎮市平東路138號1樓,03-2631632,ok,24hr,
中壢龍平店,桃園縣中壢市龍東路128號1樓,03-2639225,ok,24hr,
中壢清雲店,桃園縣中壢市健行路99號,03-2631567,ok,24hr,
中壢王子店,桃園縣中壢市王子街50號,03-2631511,ok,24hr,
八德高明店,桃園縣八德市富城街117號1樓,03-2631633,ok,24hr,
龜山明基門市,桃園縣龜山鄉建國東路29號2樓,03-2630779,ok,24hr,
中壢榮學店,桃園縣中壢市榮民南路186號1樓、2樓,03-2639085,ok,24hr,
龜山萬壽店,桃園縣龜山鄉萬壽路二段680之2號1樓,03-2631603,ok,24hr,
大溪光明店,桃園縣大溪鎮員林路二段281號1樓,03-2631510,ok,24hr,
台表科門市,桃園縣桃園市桃鶯路437號B1,03-2634528,ok,24hr,
蘆竹南竹店,桃園縣蘆竹鄉南竹路五段155號1樓,03-2634576,ok,24hr,
龍潭民族店,桃園縣龍潭鄉民族路412號,03-2631545,ok,24hr,
中壢龍昌店,桃園縣中壢市龍昌路302號,03-2631565,ok,24hr,
楊梅新農店,桃園縣楊梅市新農街377號1-3樓,03-2631592,ok,24hr,
蘆竹山林店,桃園縣蘆竹鄉山林路二段391／393／395號,03-2631621,ok,24hr,
中壢元化店,桃園縣中壢市元化路二段27號,03-2631543,ok,24hr,
大園中山店,桃園縣大園鄉中山南路201號1樓,03-2631577,ok,24hr,
桃園龍祥店,桃園縣桃園市龍祥街48號1樓,03-2631629,ok,24hr,
龍潭佳安店,桃園縣龍潭鄉佳安村七鄰十一份19號,03-2631560,ok,24hr,
八德興豐店,桃園縣八德市興豐路570號1樓,03-2631553,ok,24hr,
南崁中正店,桃園縣蘆竹鄉中正路203號1樓,03-2631517,ok,24hr,
大園忠泰店,桃園縣大園鄉三民路二段16-5、16-6號1樓,03-2631529,ok,24hr,
中壢永福店,桃園縣中壢市永福路1042號,03-2631585,ok,24hr,
中壢復華店,桃園縣中壢市復華街50號1樓,03-2634652,ok,24hr,
八德富城店,桃園縣八德市永豐路554/556號1樓,03-2631607,ok,24hr,
平鎮龍恩店,桃園縣平鎮市游泳路120巷1弄2、4號1樓,03-2631579,ok,24hr,
桃園博愛店,桃園縣桃園市博愛路97.99號,03-2639399,ok,24hr,
桃園同德店,桃園縣桃園市同安街340、342號1樓,03-2639611,ok,24hr,
桃園果林店,桃園縣大園鄉果林村拔子林23-1號,03-2631509,ok,24hr,
平鎮新埔店,桃園縣平鎮市環南路二段280號,03-2631583,ok,24hr,
觀音中正店,桃園縣觀音鄉中正路143號1+2樓,03-2631526,ok,24hr,
楊梅永美店,桃園縣楊梅市埔心永美路163號,03-2631508,ok,24hr,
大溪中華店,桃園縣大溪鎮信義路158號,03-2631522,ok,24hr,
楊梅中華店,桃園縣楊梅市秀才路552號,03-2631562,ok,24hr,
中壢精忠店,桃園縣中壢市莊敬路779號,03-2631623,ok,24hr,
桃園民生店,桃園縣桃園市民生路621之1號,03-2631580,ok,24hr,
八德桃德店,桃園縣八德市桃德路151號,03-2631533,ok,24hr,
八德長和店,桃園縣八德市和平路670-2、670-3號1樓,03-2631830,ok,24hr,
大園尖山店,桃園縣大園鄉中山南路一段82、84號1樓,03-2631631,ok,24hr,
中壢中央店,桃園縣中壢市中央西路二段148號1樓,03-2631593,ok,24hr,
平鎮南平店,桃園縣平鎮市南平路119號,03-2631446,ok,24hr,
平鎮壢新店,桃園縣平鎮市復旦路二段23巷1號,03-2631600,ok,24hr,
大溪員林店,桃園縣大溪鎮員林路二段414號,03-2631566,ok,24hr,
龜山大同店,桃園縣龜山鄉大同路329號,03-2631532,ok,24hr,
中壢永泰店,桃園縣中壢市溪州街71號1樓,03-2631512,ok,24hr,
桃園法治店,桃園縣桃園市法治路2.4號,03-2631571,ok,24hr,
新竹忠孝店,新竹市東區忠孝路213號,03-6106243,ok,24hr,
新竹空軍門市,新竹市北區吉羊路1號,03-6106032,ok,24hr,
竹東學興店,新竹縣竹東鎮學府路80+82號1樓,03-6107261,ok,24hr,
竹東竹中店,新竹縣竹東鎮竹中路2號,03-6106490,ok,24hr,
關西東光店,新竹縣關西鎮十六張111號,03-6106413,ok,24hr,
關西安東店,新竹縣關西鎮博愛路59號之5一樓,03-6106617,ok,24hr,
竹東大豐店,新竹縣竹東鎮中豐路三段134號,03-6106610,ok,24hr,
新豐忠孝店,新竹縣新豐鄉忠孝路2號,03-6106632,ok,24hr,
竹東信義店,新竹縣竹東鎮東林路48號,03-6106603,ok,24hr,
新竹國華店,新竹市北區國華街58號1樓及夾層,03-6105919,ok,24hr,
新埔遠東店,新竹縣新埔鎮文山里文山路亞東段601號1.2樓,03-6106630,ok,24hr,
北埔埔心店,新竹縣北埔鄉埔心街74號,03-6106618,ok,24hr,
湖口八德店,新竹縣湖口鄉八德路一段761號1樓,03-6106621,ok,24hr,
竹北東興店,新竹縣竹北市東興路一段941、943號1樓,03-6106643,ok,24hr,
新竹湳雅店,新竹市北區光華二街133巷1號,03-6106045,ok,24hr,
新竹光復店,新竹市東區光復路一段172號,03-6105941,ok,24hr,
橫山福興店,新竹縣橫山鄉中豐路三段62號1樓,03-6106642,ok,24hr,
竹北嘉興店,新竹縣竹北市嘉興路333號1樓,03-6106619,ok,24hr,
北埔南興店,新竹縣北埔鄉南興街122號,03-6106613,ok,24hr,
新竹頂埔店,新竹市香山區牛埔東路119號1樓,03-6106348,ok,24hr,
新豐福興店,新竹縣新豐鄉福興村9鄰11股93號,03-6106412,ok,24hr,
台鐵竹北門市,新竹縣竹北市和平街59號,03-6106648,ok,24hr,
竹北縣福店,新竹縣竹北市光明九路76號,03-6106640,ok,24hr,
竹北斗崙店,新竹縣竹北市福興路701號1樓,03-6106605,ok,24hr,
新竹東復店,新竹市東區關東路57、59、61號1樓,03-6106346,ok,24hr,
竹東中興店,新竹縣竹東鎮中興路三段276號1樓,03-6106606,ok,24hr,
湖口千禧店,新竹縣湖口鄉千禧路2巷2號,03-6106627,ok,24hr,
新埔仁屋店,新竹縣新埔鎮中正路110、112號1樓,03-6107393,ok,24hr,
竹東北興店,新竹縣竹東鎮中豐路一段72.74號,03-6106629,ok,24hr,
新竹光田店,新竹市北區東大路二段170號,03-6106042,ok,24hr,
新豐成德店,新竹縣新豐鄉成德街1號1-3樓,03-6106602,ok,24hr,
新竹內湖店,新竹市香山區內湖路103號/105號1樓,03-6106341,ok,24hr,
新竹富禮店,新竹市香山區富禮街1號1樓,03-6106043,ok,24hr,
湖口達生店,新竹縣湖口鄉達生路90.92號,03-6106443,ok,24hr,
新竹南平店,新竹市北區東大路四段1號,03-6105740,ok,24hr,
新埔埔興店,新竹縣新埔鎮新關路78號1樓,03-6106637,ok,24hr,
湖口永安店,新竹縣湖口鄉永安街68號,03-6106607,ok,24hr,
竹東中豐店,新竹縣竹東鎮中豐路二段338號1樓,03-6106626,ok,24hr,
新竹元興店,新竹市香山區元培街381號1樓,03-6106349,ok,24hr,
橫山內灣店,新竹縣橫山鄉內灣村中正路79號,03-6106608,ok,24hr,
竹北光明店,新竹縣竹北市光明三路59號,03-6106636,ok,24hr,
新埔枋寮店,新竹縣新埔鎮義民路三段726號1樓,03-6107197,ok,24hr,
新竹富林店,新竹縣芎林鄉富林路二段603號,03-6106631,ok,24hr,
竹北福興店,新竹縣竹北市福興東路二段17號,03-6106615,ok,24hr,
湖口站前店,新竹縣湖口鄉中山路二段154、156、158號,03-6106812,ok,24hr,
湖口中正店,新竹縣湖口鄉中正路一段104號,03-6106441,ok,24hr,
新豐康樂店,新竹縣新豐鄉康樂路一段104號,03-6106641,ok,24hr,
新竹成功店,新竹市北區中正路481號,03-6106149,ok,24hr,
新竹藝術店,新竹市東區藝術路8號1樓,03-6106347,ok,24hr,
關西成功店,新竹縣關西鎮中山東路31號1樓,03-6106638,ok,24hr,
湖口長嶺店,新竹縣湖口鄉八德路三段27號,03-6106612,ok,24hr,
竹北福華店,新竹縣竹北市中華路67號,03-6106628,ok,24hr,
湖口中華店,新竹縣湖口鄉中華路110號,03-6106601,ok,24hr,
竹北台元門市,新竹縣竹北市台元街34號1樓,03-6106496,ok,24hr,
新竹義民店,新竹縣新埔鎮文山里褒忠路466號,03-6106616,ok,24hr,
新豐新市店,新竹縣新豐鄉新市路193號1樓,03-6106625,ok,24hr,
台鐵新豐門市,新竹縣新豐鄉新興路202號,03-6106647,ok,24hr,
竹東長興店,新竹縣竹東鎮北興路一段591號,03-6106645,ok,24hr,
新竹虎林店,新竹市香山區延平路二段171/173號,03-6106041,ok,24hr,
新埔仁愛店,新竹縣新埔鎮文德路三段215號1樓,03-6106620,ok,24hr,
新竹自由店,新竹市東區自由路18號,03-6106407,ok,24hr,
竹北豐田店,新竹縣竹北市中正西路999-1001號,03-6106639,ok,24hr,
新豐新庄店,新竹縣新豐鄉新庄路199號,03-6106405,ok,24hr,
湖口科大店,新竹縣湖口鄉中山路三段523、525、527號1樓,03-6107230,ok,24hr,
新竹漁港店,新竹市北區東大路四段273號1樓,03-6106146,ok,24hr,
苗栗光華店,苗栗縣苗栗市玉維路34號1樓,037-243566,ok,24hr,
苗栗金龍店,苗栗縣苗栗市愛國路28號30號1樓,037-243561,ok,24hr,
造橋平仁店,苗栗縣造橋鄉平仁路53-1號,037-243550,ok,24hr,
頭份陽興店,苗栗縣頭份鎮水源路326號1樓,037-243567,ok,24hr,
苗栗將軍店,苗栗縣苗栗市中山路870號1樓,037-243570,ok,24hr,
頭份信東店,苗栗縣頭份鎮信東路226號,037-243562,ok,24hr,
造橋談文店,苗栗縣造橋鄉談文村8鄰淡文湖51-15號1樓,037-243640,ok,24hr,
竹南佳興店,苗栗縣竹南鎮照南路2號1樓,03-7243875,ok,24hr,
苗栗農工門市,苗栗縣苗栗市玉維路286號(苗栗農工綜合教學大樓1樓西側),037-243865,ok,24hr,
苗栗三灣店,苗栗縣三灣鄉中正路269號,037-243611,ok,24hr,
竹南明勝店,苗栗縣竹南鎮海口里明勝路392號1樓,037-243616,ok,24hr,
頭份尖山店,苗栗縣頭份鎮中華路119號,037-243825,ok,24hr,
竹南新北店,苗栗縣竹南鎮新南里崁頂16鄰23號1樓,037-243565,ok,24hr,
三義雙湖店,苗栗縣三義鄉雙湖村雙湖16鄰雙湖96號,037-243625,ok,24hr,
竹南大埔店,苗栗縣竹南鎮仁愛路1220號,037-243637,ok,24hr,
苗栗福麗店,苗栗縣苗栗市民族路132號1樓,037-243642,ok,24hr,
竹南復興店,苗栗縣竹南鎮保安林101號,037-243632,ok,24hr,
苗栗南庄店,苗栗縣南庄鄉中正路67號1樓,037-243617,ok,24hr,
苗栗銅鑼店,苗栗縣銅鑼鄉中正路207號1樓,037-243639,ok,24hr,
頭份信中店,苗栗縣頭份鎮信中路2號1樓,037-243575,ok,24hr,
苗栗車站店,苗栗縣苗栗市為公路8號1樓,037-243615,ok,24hr,
苑裡億光門市,苗栗縣苑裡鎮玉田里國光巷35號,037-243532,ok,24hr,
頭份尖豐店,苗栗縣頭份鎮尖豐路735、737號,037-243643,ok,24hr,
苗栗玉苗店,苗栗縣苗栗市中山路653號,037-243563,ok,24hr,
台中新平店,台中市太平區永平路一段124/126號,04-36091760,ok,24hr,
台中美德店,台中市北區美德街211號,04-36090847,ok,24hr,
台中和祥店,台中市北屯區東山路一段375號1樓,04-36091649,ok,24hr,
台中綏遠店,台中市北屯區綏遠路二段216號,04-36090547,ok,24hr,
大雅文化店,台中市大雅區文化路1之1號,04-36093008,ok,24hr,
台中忠太店,台中市北區忠明路369號,04-36090490,ok,24hr,
后里三豐店,台中市后里區三豐路177號1樓,04-36093028,ok,24hr,
烏日成功店,台中市烏日區中山路三段500號1號,04-36091877,ok,24hr,
潭子潭興店,台中市潭子區潭興路二段340號,04-36093002,ok,24hr,
潭子卓越店,台中市潭子區中山路一段310、312號,04-36093650,ok,24hr,
台中柳川店,台中市北區五權路329-2號,04-36090842,ok,24hr,
台中向心南店,台中市南屯區向心南路983號,04-36090597,ok,24hr,
台中太平店,台中市太平區太平路227號,04-36093009,ok,24hr,
台中福星店,台中市西屯區福星路327號,04-36090365,ok,24hr,
台中成都店,台中市西屯區成都路229號1樓,04-36091413,ok,24hr,
台中建成店,台中市東區建成路675號1樓,,ok,24hr,
台中仁和店,台中市南區台中路382/386號,04-36090747,ok,24hr,
太平光興店,台中市太平區光興路720號,04-36093038,ok,24hr,
大甲和平店,台中市大甲區和平路194號1樓,04-36093042,ok,24hr,
台中霧峰店,台中市霧峰區四德里四德路575號,04-36093032,ok,24hr,
台中文心店,台中市北屯區文心路四段894.896號1樓,04-36090943,ok,24hr,
